,name,price,address,lease_type,house_type,lease_start_year,district_code,near_stat,near_stat_mins,bdrm,bath,sqm,sqft
676,2 Bed Condo in The Peak @ Cairnhill II,5200.0,61 Cairnhill Circle ,Freehold,HDB,2015,9,Newton,6,2,2,77.02,829
677,5 Bed House on Clementi Park,15888.0, Sunset Way ,Freehold,Good_Class_Bungalow,1985,21,,-1,5,4,390.19,4200
678,3 Bed Condo in Royal Palm Mansions,4900.0,330 Pasir Panjang Rd ,Freehold,Condominium,1998,5,,-1,3,3,125.88,1355
679,4 Bed Condo in Laguna Green,6600.0,20 Jln Hajijah ,Lease_99,Condominium,1998,16,,-1,4,3,204.01,2196
680,1 Bed Condo in The Clift,5000.0,21 Mccallum St ,Lease_99,HDB,2011,1,Telok Ayer,4,1,1,74.04,797
681,4 Bed Condo in 72 Grange,18000.0,72 Grange Rd ,Freehold,Condominium,1995,10,,-1,4,4,,3875
682,2 Bed Condo in The Seafront On Meyer,4800.0,57 Meyer Rd ,Freehold,Condominium,2010,15,,-1,2,2,99.03,1066
683,1 Bed Condo in Laurel Tree,2900.0,42 Hillview Terrace ,Freehold,Condominium,2016,23,,-1,1,1,43.01,463
684,2 Bed Condo in The Lakefront Residences,4500.0,48 Lakeside Dr ,Lease_99,Condominium,2014,22,Lakeside,2,2,2,107.02,1152
685,4 Bed House on Eleven @ Holland,14500.0, Holland Link ,Lease_99,Cluster_House,2014,10,,-1,4,4,351.92,3788
686,4 Bed Condo in Silversea,17600.0,52 Marine Parade Rd ,Lease_99,Unknown,0,15,,-1,4,5,460.98,4962
687,4 Bed Condo in Silversea,17600.0,52 Marine Parade Rd ,Lease_99,Condominium,2014,15,,-1,4,4,460.98,4962
688,5 Bed House on Jurong Park,11000.0, Jln Kakatua ,Freehold,Cluster_House,-1,21,,-1,5,4,278.71,3000
689,3 Bed Condo in The Maylea,5700.0,242H Pasir Panjang Rd ,Freehold,Unknown,0,5,Haw Par Villa,6,3,2,154.03,1658
690,5 Room HDB in 757 Pasir Ris Street 71,3600.0,None,Lease_99,HDB,1996,0,,-1,3,2,124.03,1335
691,4 Bed Condo in Silversea,17600.0,52 Marine Parade Rd ,Lease_99,Unknown,0,15,,-1,4,6,460.98,4962
692,3 Bed Condo in The Scotts Tower,16300.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,3,3,278.99,3003
693,4 Bed House on Lentor Loop,6300.0, Lentor Loop ,Unknown,Terraced_House,0,26,,-1,4,6,269.98,2906
694,3 Bed Condo in The Scotts Tower,16300.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,3,2,278.99,3003
695,1 Bed Condo in The Cape,3600.0,25 Amber Rd ,Freehold,HDB,2014,15,,-1,1,1,61.04,657
696,3 Bed Condo in Aalto,7500.0,191 Meyer Rd ,Freehold,Condominium,2010,15,,-1,3,3,,1550
697,5 Bed Condo in The Coast At Sentosa Cove,25000.0,276 Ocean Dr ,Lease_99,Condominium,2009,4,,-1,5,6,,4058
698,2 Bed Condo in A Treasure Trove,3498.0,70 Punggol Walk ,Lease_99,Condominium,2015,19,Soo Teck,3,2,2,,775
699,2 Bed Condo in Lotus at Paya Lebar (East Wing),5700.0,11 Paya Lebar Rd ,Freehold,Unknown,0,14,Paya Lebar,4,2,2,113.99,1227
700,2 Bed Condo in Royalgreen,4799.0,2B Anamalai Ave ,Freehold,Condominium,2022,10,,-1,2,2,57.04,614
701,4 Bed Condo in Ardmore Residence,38000.0,7 Ardmore Pk ,Freehold,Unknown,0,10,,-1,4,4,295.99,3186
702,2 Bed Condo in Ten @ Suffolk,4800.0,10 Suffolk Rd ,Freehold,Condominium,2007,11,,-1,2,3,100.99,1087
703,1 Bed Condo in Kovan Regency,3000.0,4 Kovan Rise ,Lease_99,Condominium,2015,19,Kovan,4,1,1,46.45,500
704,3 Bed Condo in Siglap Centre,4100.0,55 Siglap Rd ,Unknown,Condominium,0,15,,-1,3,2,157.47,1695
705,5 Bed House on The Teneriffe,11800.0, Laurel Wood Ave ,Lease_99,Cluster_House,2004,10,,-1,5,4,283.08,3047
706,2 Bed Condo in Kandis Residence,3300.0,8 Kandis Link ,Lease_99,Condominium,2021,27,,-1,2,2,,775
707,2 Bed Condo in Casa Merah,4200.0,74 Tanah Merah Kechil Ave ,Lease_99,Condominium,2009,16,Tanah Merah,3,2,2,,958
708,1 Bed Condo in Sims Urban Oasis,2799.0,8 Sims Dr ,Lease_99,Condominium,2020,14,Aljunied,5,1,1,44.97,484
709,4 Bed Condo in Orchard Scotts,15300.0,7 Anthony Rd ,Lease_99,Condominium,2007,9,Newton,4,4,5,,3100
710,2 Bed Condo in Space @ Kovan,3000.0,9 Yio Chu Kang Rd ,Freehold,HDB,2015,19,,-1,2,1,57.04,614
711,1 Bed Condo in Laurel Tree,2900.0,42 Hillview Terrace ,Freehold,Condominium,2016,23,,-1,1,1,43.01,463
712,4 Bed Condo in Double Bay Residences,5250.0,21A Simei St 4 ,Lease_99,Condominium,2012,18,Simei,6,4,3,128.02,1378
713,3 Bed HDB in 293A Compassvale Crescent,3500.0,None,Lease_99,HDB,2016,0,Cheng Lim,3,3,2,112.97,1216
714,2 Bed Condo in Principal Garden,5000.0,93 Prince Charles Cres ,Lease_99,Condominium,2019,3,,-1,2,2,74.97,807
715,3 Bed Condo in Skyline Residences,7200.0,612 Telok Blangah Rd ,Freehold,Condominium,2015,4,Telok Blangah,4,3,3,125.05,1346
716,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,6,021.93,11000
717,1 Bed Condo in Highline Residences,3500.0,9 Kim Tian Rd ,Lease_99,Condominium,2021,3,Tiong Bahru,4,1,1,47.01,506
718,4 Bed Condo in Orchard Bel Air,13500.0,245 Orchard Boulevard ,Lease_99,Condominium,1984,10,,-1,4,4,302.03,3251
719,5 Bed House on Faber Hills,14900.0, Faber Pk ,Freehold,Good_Class_Bungalow,1970,5,,-1,5,6,278.71,3000
720,2 Bed Condo in Residences @ Killiney,7000.0,147 Killiney Rd ,Freehold,Condominium,2013,9,Somerset,5,2,3,98.01,1055
721,2 Bed House on Rangoon Road,4500.0, Rangoon Rd ,Unknown,Unknown,0,8,,-1,2,1,111.48,1200
722,1 Bed Condo in The Clift,5100.0,21 Mccallum St ,Lease_99,Condominium,2011,1,Telok Ayer,4,1,1,69.96,753
723,3 Bed HDB in 323 Tampines Street 33,3699.0,None,Unknown,HDB,1995,0,,-1,3,2,111.48,1200
724,3 Bed HDB in 990C Jurong West Street 93,3100.0,None,Lease_99,HDB,2008,0,Pioneer,4,3,2,99.96,1076
725,3 Bed HDB in 652 Punggol Central,3080.0,None,Lease_99,HDB,2005,0,Riviera,3,3,2,89.93,968
726,3 Bed Condo in The Lakeshore,4400.0,33 Jurong West St 41 ,Lease_99,Condominium,2008,22,Lakeside,4,3,3,103.03,1109
727,1 Bed Condo in 8 @ Mount Sophia,3800.0,10 Mount Sophia ,Unknown,Condominium,2007,9,Dhoby Ghaut,3,1,1,79.06,851
728,2 Bed HDB in 331 Ang Mo Kio Avenue 1,2600.0,None,Lease_99,HDB,1981,0,,-1,2,2,,732
729,3 Bed Condo in St. Martin Residence,9000.0,8 St. Martin's Dr ,Freehold,Condominium,2001,10,,-1,3,2,239.97,2583
730,4 Bed Condo in Goodwood Residence,18000.0,261 Bt Timah Rd ,Freehold,Condominium,2013,10,Newton,4,4,4,358.05,3854
731,4 Bed Condo in Goodwood Residence,18000.0,261 Bt Timah Rd ,Freehold,Condominium,2013,10,Newton,4,4,4,358.05,3854
732,3 Bed Condo in D'leedon,8000.0,15 Leedon Hts ,Lease_99,Condominium,2015,10,,-1,3,2,149.2,1606
733,2 Bed Condo in D'leedon,7500.0,3 Leedon Hts ,Lease_99,Condominium,2015,10,,-1,2,2,134.99,1453
734,3 Bed HDB in 535 Serangoon North Avenue 4,3700.0,None,Unknown,HDB,1992,0,,-1,3,2,146.97,1582
735,5 Bed House on Villa Verde,8150.0, Verde View ,Lease_99,Terraced_House,2000,23,,-1,5,4,353.03,3800
736,4 Bed Condo in Palm Spring,9000.0,16 Ewe Boon Rd ,Freehold,Condominium,1998,10,,-1,4,5,189.99,2045
737,2 Bed HDB in 321 Ang Mo Kio Avenue 1,2700.0,None,Lease_99,HDB,1977,0,,-1,2,2,72.93,785
738,2 Bed Condo in Laverne's Loft,4300.0,66 Lor L Telok Kurau ,Freehold,Condominium,2013,15,,-1,2,2,116.04,1249
739,4 Bed HDB in 674 Choa Chu Kang Crescent,4200.0,None,Unknown,HDB,1999,0,Yew Tee,6,4,2,123.93,1334
740,3 Bed Condo in The Scotts Tower,16300.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,3,2,278.99,3003
741,Studio Exec Condo in Forestville,2150.0,34 Woodlands Dr 16 ,Lease_99,Condominium,2016,25,,-1,,2,27.87,300
742,2 Bed Condo in Hijauan,4450.0,63 Cavenagh Rd ,Freehold,HDB,2015,9,Somerset,6,2,2,,1001
743,4 Bed Condo in Silversea,17600.0,50 Marine Parade Rd ,Lease_99,Condominium,2014,15,,-1,4,6,460.98,4962
744,5 Bed HDB in 527 Serangoon North Avenue 4,3200.0,None,Unknown,HDB,1992,0,,-1,5,2,146.04,1572
745,3 Bed Condo in Regent Heights,3700.0,56 Bt Batok East Ave 5 ,Lease_99,Condominium,1999,23,,-1,3,2,108.98,1173
746,1 Bed Condo in Lotus @ Joo Chiat,3700.0,89 Joo Chiat Pl ,Freehold,HDB,2001,15,,-1,1,1,68.19,734
747,Studio Condo in 24 Verdun Road,2700.0,24 Verdun Rd ,Freehold,HDB,1977,8,,-1,,1,32.52,350
748,3 Bed House on Rosyth Road,3500.0, Rosyth Rd ,Unknown,Terraced_House,0,19,,-1,3,1,111.48,1200
749,3 Bed Condo in Terrasse,4200.0,23 Terrasse Lane ,Lease_99,Condominium,2015,19,,-1,3,3,103.03,1109
750,3 Bed HDB in 745 Pasir Ris Street 71,3380.0,None,Lease_99,HDB,1996,0,,-1,3,2,102.94,1108
751,4 Bed Condo in Thomson Grand,10900.0,33 Sin Ming Walk ,Lease_99,Condominium,2015,20,,-1,4,5,492.39,5300
752,1 Bed Condo in The Clift,5000.0,21 Mccallum St ,Lease_99,Condominium,2011,1,Telok Ayer,4,1,1,72.09,776
753,Studio House on Amber Road,2800.0, Amber Rd ,Unknown,Cluster_House,0,15,,-1,,1,23.23,250
754,5 Room HDB in 674 Choa Chu Kang Crescent,4200.0,None,Unknown,HDB,1999,0,Yew Tee,6,4,2,123.93,1334
755,3 Bed Condo in Springdale Condominium,4900.0,51 Hindhede Walk ,Lease_99,Condominium,1998,21,,-1,3,3,111.48,1200
756,2 Bed Condo in M5,4200.0,5 Jln Mutiara ,Freehold,HDB,2017,10,,-1,2,1,,775
757,4 Room HDB in 335A Smith Street,4100.0,None,Unknown,HDB,1984,0,Chinatown,3,3,2,82.22,885
758,1 Bed Condo in Icon,3800.0,10 Gopeng St ,Lease_99,HDB,2007,2,Tanjong Pagar,2,1,1,47.01,506
759,2 Bed Condo in Whistler Grand,4200.0,107 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,2,1,57.04,614
760,1 Bed Condo in Whistler Grand,3200.0,107 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,1,1,40.97,441
761,1 Bed Condo in Whistler Grand,3500.0,109 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,1,1,47.01,506
762,1 Bed Condo in Whistler Grand,3200.0,107 West Coast Vale ,Lease_99,Unknown,0,5,,-1,1,1,40.97,441
763,2 Bed Condo in Whistler Grand,4200.0,107 West Coast Vale ,Lease_99,Unknown,0,5,,-1,2,1,57.04,614
764,3 Bed Condo in Whistler Grand,5888.0,107 West Coast Vale ,Lease_99,Unknown,0,5,,-1,3,3,,958
765,3 Bed Condo in Whistler Grand,5888.0,107 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,3,2,,958
766,2 Bed Condo in Whistler Grand,4600.0,109 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,2,2,70.98,764
767,3 Bed House on Sembawang Hills Estate,3000.0, Jln Leban ,Freehold,Unknown,1980,20,,-1,3,1,117.06,1260
768,2 Bed HDB in 13 Holland Drive,3500.0,None,Lease_99,HDB,1975,0,Buona Vista,6,2,1,65.03,700
769,1 Bed Condo in Euhabitat,2700.0,208 Jln Eunos ,Lease_99,Condominium,2015,14,,-1,1,1,49.98,538
770,3 Bed Condo in Northoaks,3800.0,20 Woodlands Cres ,Lease_99,Condominium,2000,25,,-1,3,3,120.03,1292
771,3 Bed Condo in Woodsvale,3900.0,11 Woodlands Dr 72 ,Lease_99,Condominium,2000,25,,-1,3,2,115.01,1238
772,1 Bed Condo in The Scotts Tower,5500.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,61.04,657
773,1 Bed Condo in The Clift,5100.0,21 Mccallum St ,Lease_99,HDB,2011,1,Telok Ayer,4,1,1,77.02,829
774,2 Bed Condo in Park Colonial,4800.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,75.99,818
775,2 Bed Condo in Eight Riversuites,3950.0,8 Whampoa East ,Lease_99,Condominium,2016,12,Boon Keng,4,2,2,65.03,700
776,5 Bed House on Garden View Estate,17500.0, Conway Circle ,Freehold,Unknown,2011,19,,-1,5,4,390.19,4200
777,3 Bed House on Outram Road,4000.0, Outram Rd ,Unknown,Unknown,0,3,,-1,3,2,99.96,1076
778,3 Room HDB in 435 Ang Mo Kio Avenue 10,2800.0,None,Lease_99,HDB,1979,0,,-1,2,2,66.89,720
779,4 Room HDB in 486B Tampines Avenue 9,3000.0,None,Unknown,HDB,1993,0,,-1,3,3,102.19,1100
780,6 Bed House on Kim Lin Park,21000.0, One Tree Hill ,Freehold,Unknown,-1,10,,-1,6,6,451.51,4860
781,5 Bed House on One Tree Hill,23000.0, One Tree Hill ,Unknown,Unknown,0,10,,-1,5,6,423.64,4560
782,3 Bed HDB in 335C Anchorvale Crescent,3520.0,None,Lease_99,HDB,2015,0,,-1,3,2,111.95,1205
783,5 Bed House on Sembawang Hills Estate,9000.0, Jln Tarum ,Freehold,Good_Class_Bungalow,1980,20,,-1,5,3,325.16,3500
784,3 Bed HDB in 486B Tampines Avenue 9,3000.0,None,Unknown,HDB,1993,0,,-1,3,2,102.19,1100
785,3 Bed Condo in Heritage View,5200.0,10 Dover Rise ,Lease_99,Condominium,2000,5,,-1,3,3,108.05,1163
786,3 Bed Condo in The Minton,5500.0,12B Hougang St 11 ,Lease_99,Condominium,2014,19,,-1,3,3,112.97,1216
787,4 Bed Condo in The Calrose,5000.0,517 Yio Chu Kang Rd ,Freehold,Condominium,2008,26,,-1,4,3,137.03,1475
788,2 Bed Condo in Idyllic Suites,3300.0,21 Lor 30 Geylang ,Freehold,Condominium,2014,14,Dakota,7,2,1,53.98,581
789,2 Bed HDB in 202 Ang Mo Kio Avenue 3,3200.0,None,Lease_99,HDB,1977,0,,-1,2,2,66.98,721
790,4 Bed Condo in Cape Royale,14000.0,17 Cove Way ,Lease_99,Condominium,2013,4,,-1,4,4,,2508
791,3 Bed HDB in 145 Bukit Batok Street 11,3500.0,None,Lease_99,HDB,1984,0,,-1,3,2,107.02,1152
792,4 Bed Condo in Silversea,17600.0,  ,Lease_99,Condominium,2014,15,,-1,4,5,460.98,4962
793,4 Bed Condo in Verdure,8000.0,63 Holland Rd ,Freehold,Condominium,2012,10,,-1,4,4,163.88,1764
794,4 Bed Condo in Leedon Residence,18500.0,14 Leedon Hts ,Freehold,Unknown,0,10,,-1,4,4,339.1,3650
795,Studio House on Marshall Road,2700.0, Marshall Rd ,Unknown,Terraced_House,0,15,,-1,,1,27.87,300
796,1 Bed Condo in Parc Botannia,3000.0,10 Fernvale St ,Lease_99,Condominium,2022,28,Thanggam,1,1,1,47.01,506
797,3 Bed HDB in 421 Ang Mo Kio Avenue 10,2900.0,None,Lease_99,HDB,1979,0,,-1,3,2,83.61,900
798,Studio House on Marshall Road,2950.0, Marshall Rd ,Unknown,Terraced_House,0,15,,-1,,1,18.58,200
799,2 Bed Condo in Parc Botannia,3500.0,12 Fernvale St ,Lease_99,Condominium,2022,28,Thanggam,1,2,2,61.97,667
800,1 Bed Condo in J Gateway,3300.0,6 Gateway Dr ,Lease_99,Condominium,2017,22,Jurong East,2,1,1,44.04,474
801,3 Bed Condo in The Lush,5000.0,32A Duku Rd ,Freehold,HDB,2014,15,,-1,3,2,117.99,1270
802,5 Bed House on One Tree Hill,23000.0, One Tree Hill ,Unknown,Unknown,0,10,,-1,5,6,423.64,4560
803,Studio Condo in The Santorini,2000.0,23 Tampines St 86 ,Lease_99,Condominium,2018,18,,-1,,1,23.23,250
804,3 Room HDB in 930 Tampines Street 91,2600.0,None,Lease_99,HDB,1984,0,,-1,2,2,73.02,786
805,4 Bed Condo in Laguna Green,6600.0,20 Jln Hajijah ,Lease_99,Condominium,1998,16,,-1,4,4,,2325
806,4 Bed Condo in Silversea,17600.0,52 Marine Parade Rd ,Lease_99,Condominium,2014,15,,-1,4,3,460.98,4962
807,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,6,021.93,11000
808,4 Bed House on Lentor Villas,6300.0, Lentor Cres ,Freehold,Terraced_House,1998,26,,-1,4,4,269.98,2906
809,4 Bed Condo in Silversea,17600.0,46 Marine Parade Rd ,Lease_99,Condominium,2014,15,,-1,4,4,460.98,4962
810,4 Bed Condo in Lentor Modern,6300.0, Lentor Ctrl ,Unknown,Unknown,0,26,,-1,4,6,269.98,2906
811,2 Bed Condo in Stirling Residences,4200.0,21 Stirling Rd ,Lease_99,HDB,2022,3,,-1,2,1,61.04,657
812,3 Bed Exec Condo in The Topiary,4680.0,17 Fernvale Lane ,Lease_99,Condominium,2016,28,,-1,3,3,98.01,1055
813,1 Bed Condo in Riversails,2800.0,2 Upp Serangoon Cres ,Lease_99,Condominium,2016,19,,-1,1,1,47.01,506
814,1 Bed Condo in Pastoral View,3150.0,7 Bassein Rd ,Freehold,Unknown,0,11,Novena,7,1,1,57.04,614
815,2 Bed Condo in New Futura,11888.0,18 Leonie Hill Rd ,Freehold,Condominium,2017,9,Somerset,7,2,2,,1367
816,6 Bed House on Ashley Green,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,1995,10,,-1,6,6,021.93,11000
817,2 Bed Condo in New Futura,11888.0,18 Leonie Hill Rd ,Freehold,Condominium,2017,9,Somerset,7,2,2,126.91,1366
818,5 Bed House on Clementi Park,15888.0, Sunset Way ,Freehold,Good_Class_Bungalow,1985,21,,-1,5,4,390.19,4200
819,3 Bed Condo in The Colonnade,18100.0,82 Grange Rd ,Freehold,Unknown,0,10,,-1,3,3,336.03,3617
820,1 Bed Condo in Fulcrum,3700.0,33 Fort Rd ,Freehold,Condominium,2016,15,,-1,1,1,75.99,818
821,3 Bed Condo in Pebble Bay,8200.0,132 Tg Rhu Rd ,Lease_99,Condominium,1997,15,,-1,3,3,176.05,1895
822,4 Bed Condo in Turquoise,25000.0,51 Cove Dr ,Lease_99,Condominium,2010,4,,-1,4,4,345.88,3723
823,1 Bed Condo in Tribeca,4500.0,60 Kim Seng Rd ,Freehold,Unknown,0,9,,-1,1,1,52.95,570
824,2 Bed Condo in Icon,5500.0,10 Gopeng St ,Lease_99,HDB,2007,2,Tanjong Pagar,2,2,2,85.01,915
825,2 Bed Condo in Park Colonial,4100.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,2,62.99,678
826,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,10,028.99,11076
827,1 Bed Condo in The Cape,3700.0,25 Amber Rd ,Freehold,HDB,2014,15,,-1,1,1,52.95,570
828,3 Bed Condo in The Scotts Tower,16300.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,3,3,278.99,3003
829,3 Bed Condo in Viva,7500.0,  ,Freehold,Condominium,2013,11,Novena,6,3,3,124.95,1345
830,5 Room HDB in 165 Simei Road,3500.0,None,Unknown,HDB,1989,0,,-1,3,2,121.98,1313
831,3 Bed Condo in Park Colonial,5500.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,2,85.01,915
832,3 Bed Condo in Park Colonial,6000.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,2,86.96,936
833,Exec HDB in 267 Pasir Ris Street 21,3600.0,None,Lease_99,HDB,1994,0,,-1,3,2,142.98,1539
834,2 Room HDB in 109 Mcnair Road,4700.0,None,Lease_99,HDB,1987,0,Boon Keng,5,2,2,109.63,1180
835,1 Bed HDB in 152 Ang Mo Kio Avenue 5,2600.0,None,Lease_99,HDB,1981,0,,-1,1,2,67.91,731
836,5 Room HDB in 510 Woodlands Drive 14,4000.0,None,Lease_99,HDB,1999,0,,-1,4,2,124.95,1345
837,3 Bed HDB in 187A Rivervale Drive,3500.0,None,Lease_99,HDB,2000,0,Rumbia,4,3,2,,1184
838,1 Bed Condo in Riverside 48,4500.0,48 Robertson Quay ,Freehold,Condominium,2001,9,,-1,1,2,82.96,893
839,1 Bed Condo in Koon Seng Court,2700.0,119A Koon Seng Rd ,Freehold,HDB,1989,15,,-1,1,1,38.65,416
840,1 Bed Condo in Lloyd Sixtyfive,4500.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,1,1,56.02,603
841,1 Bed Condo in Koon Seng Court,3200.0,119A Koon Seng Rd ,Freehold,Condominium,1989,15,,-1,1,1,45.34,488
842,2 Bed HDB in 131 Jalan Bukit Merah,2500.0,None,Lease_99,HDB,1976,0,,-1,2,1,65.03,700
843,3 Bed Condo in The Scotts Tower,16300.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,3,2,278.99,3003
844,1 Bed Condo in Stellar Rv,2900.0,408 River Valley Rd ,Freehold,Condominium,2015,10,,-1,1,1,49.98,538
845,1 Bed Condo in Stellar Rv,2900.0,408 River Valley Rd ,Freehold,Condominium,2015,10,,-1,1,1,47.01,506
846,2 Bed Condo in Double Bay Residences,4200.0,17A Simei St 4 ,Lease_99,Condominium,2012,18,Simei,6,2,2,86.96,936
847,4 Bed Condo in The Vales,5200.0,85 Anchorvale Cres ,Lease_99,Condominium,2017,19,Cheng Lim,1,4,3,117.99,1270
848,3 Bed Condo in Royalgreen,7000.0,6A Anamalai Ave ,Freehold,Unknown,0,10,,-1,3,2,90.95,979
849,Studio Condo in 1557 Keppel Road,2700.0,1557 Keppel Rd ,Unknown,Condominium,0,2,,-1,,1,21.37,230
850,4 Bed House on Lentor Loop,6500.0, Lentor Loop ,Unknown,Terraced_House,0,26,,-1,4,6,269.98,2906
851,3 Room HDB in 504 Bedok North Street 3,2400.0,None,Lease_99,HDB,1978,0,,-1,2,2,58.99,635
852,Studio Condo in 85 SOHO @ Boon Lay,1650.0,31 Boon Lay Dr ,Unknown,HDB,0,22,,-1,,1,26.01,280
853,2 Bed Condo in Parc Sophia,3300.0,12 Adis Rd ,Freehold,HDB,2013,9,Dhoby Ghaut,5,2,1,78.97,850
854,2 Bed Condo in Lloyd Sixtyfive,9500.0,65 Lloyd Rd ,Freehold,Condominium,2017,9,Somerset,4,2,2,170.01,1830
855,2 Bed Condo in North Park Residences,2600.0,15 Yishun Ctrl 1 ,Lease_99,Condominium,2020,27,Yishun,3,2,1,,549
856,4 Bed Condo in Nassim Ville,13800.0,11 Nassim Rd ,Freehold,HDB,2015,10,,-1,4,4,204.39,2200
857,6 Bed House on Barker Road,13990.0, Barker Rd ,Unknown,Unknown,0,11,,-1,6,5,418.06,4500
858,1 Bed Condo in Park Colonial,3200.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,1,1,43.01,463
859,2 Bed Condo in NV Residences,3800.0,89 Pasir Ris Grove ,Lease_99,Condominium,2013,18,,-1,2,2,83.98,904
860,4 Bed House on Sentosa Cove,80000.0, Treasure Island ,Unknown,Good_Class_Bungalow,2010,4,,-1,4,5,826.84,8900
861,4 Bed House on Kimsia Park,6200.0, Jln Lada Puteh ,Freehold,Terraced_House,-1,9,Orchard,3,4,2,185.81,2000
862,3 Bed Condo in Bishan Park Condominium,4500.0,24 Sin Ming Walk ,Lease_99,Condominium,1994,20,,-1,3,2,117.99,1270
863,1 Bed Condo in 8 Bassein,2800.0,8 Bassein Rd ,Freehold,Condominium,2015,11,,-1,1,1,39.95,430
864,3 Bed Condo in Spring Grove,8800.0,53 Grange Rd ,Lease_99,Condominium,1996,10,,-1,3,3,129.04,1389
865,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,6,028.99,11076
866,1 Bed Condo in Suites @ Katong,2800.0,263 Tg Katong Rd ,Freehold,Condominium,2013,15,,-1,1,1,39.95,430
867,4 Bed House on Duchess Garden,16000.0, Duchess Ave ,Lease_99,Unknown,1975,10,,-1,4,4,418.06,4500
868,2 Bed Condo in The Linear,3800.0,898 Upp Bt Timah Rd ,Lease_99,HDB,2006,23,Bukit Panjang,3,2,2,86.96,936
869,3 Bed Condo in Questa @ Dunman,5500.0,543 Dunman Rd ,Freehold,Condominium,2014,15,,-1,3,3,124.95,1345
870,5 Bed Condo in The Coast At Sentosa Cove,23000.0,278 Ocean Dr ,Lease_99,Condominium,2009,4,,-1,5,6,427.35,4600
871,2 Bed Condo in Gilstead Two,5200.0,2 Gilstead Rd ,Freehold,HDB,2014,11,Newton,3,2,2,83.98,904
872,1 Bed Condo in The Hyde,4100.0,11 Balmoral Rd ,Freehold,Condominium,2022,10,,-1,1,1,45.99,495
873,2 Bed Condo in Park Colonial,4300.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,2,62.99,678
874,2 Bed Condo in Parc Botannia,3500.0,10 Fernvale St ,Lease_99,Condominium,2022,28,Thanggam,1,2,2,61.97,667
875,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,10,028.99,11076
876,3 Bed HDB in 717 Tampines Street 72,3499.0,None,Lease_99,HDB,1997,0,,-1,3,2,118.92,1280
877,4 Room HDB in 58 Dakota Crescent,3900.0,None,Lease_99,HDB,1984,0,Dakota,2,3,2,101.91,1097
878,1 Bed Condo in Haig 162,3999.0,162 Haig Rd ,Freehold,Condominium,2013,15,,-1,1,2,79.99,861
879,4 Bed Condo in DLV,8500.0,70 Dalvey Rd ,Freehold,Condominium,2005,10,Stevens,6,4,3,170.01,1830
880,1 Bed Condo in Edenz Loft,2800.0,11 Lor 24 Geylang ,Freehold,Condominium,2015,14,Aljunied,6,1,1,40.97,441
881,4 Bed Condo in Orchard Scotts,15300.0,7 Anthony Rd ,Lease_99,Condominium,2007,9,Newton,4,4,5,,3100
882,4 Bed Condo in Silversea,17600.0,48 Marine Parade Rd ,Lease_99,Condominium,2014,15,,-1,4,4,460.98,4962
883,6 Bed House on Serangoon Garden Estate,8500.0, Burghley Dr ,Unknown,Terraced_House,0,19,,-1,6,5,334.45,3600
884,3 Bed HDB in 105D Edgefield Plains,3500.0,None,Unknown,HDB,2003,0,Cove,3,3,2,,1184
885,3 Bed Condo in Caribbean At Keppel Bay,10800.0,46 Keppel Bay Dr ,Lease_99,Condominium,2004,4,,-1,3,3,201.97,2174
886,1 Bed Condo in The Interweave,2400.0,21 Kim Keat Rd ,Freehold,Condominium,2015,12,,-1,1,1,35.02,377
887,2 Bed Condo in Cote D'azur,4900.0,66 Marine Parade Rd ,Lease_99,Condominium,2004,15,,-1,2,2,107.02,1152
